city,month,seasonal_factor,trust_week,declared_hourly_rate,claims_last_month,years_on_platform,flood_risk_score,heat_risk_score,ward_disruption_freq,city_median_hourly,city_base_premium,weekly_premium
bangalore,5,1.3,1,37.32,4,3.59,0.192,0.241,0.057,58,80,111.49
delhi,8,1.3,9,53.07,3,3.05,0.276,0.636,0.037,60,85,120.0
pune,4,0.9,5,52.09,8,2.67,0.11,0.358,0.031,55,65,69.96
mumbai,11,0.7,1,66.79,1,2.75,0.915,0.0,0.064,65,100,77.08
bangalore,8,1.3,1,52.97,2,3.07,0.383,0.135,0.069,58,80,114.57
delhi,0,0.7,1,34.53,2,4.37,0.169,0.557,0.087,60,85,61.65
delhi,11,0.7,9,61.12,1,0.4,0.4,0.666,0.042,60,85,68.17
chennai,1,0.7,1,43.64,2,4.55,0.586,0.421,0.075,62,95,76.5
bangalore,2,0.8,5,63.19,2,3.8,0.298,0.483,0.08,58,80,66.66
mumbai,4,0.9,5,62.64,1,4.7,0.735,0.279,0.059,65,100,101.47
mumbai,1,0.7,9,64.14,1,2.88,0.722,0.148,0.113,65,100,75.5
delhi,6,1.5,9,52.52,3,4.82,0.479,0.611,0.062,60,85,120.0
bangalore,4,0.9,1,54.63,2,0.32,0.315,0.228,0.04,58,80,78.6
mumbai,11,0.7,5,74.06,1,3.54,0.686,0.321,0.077,65,100,80.32
delhi,6,1.5,1,58.69,3,1.06,0.307,0.768,0.057,60,85,120.0
bangalore,0,0.7,1,54.61,0,1.86,0.27,0.331,0.031,58,80,60.0
chennai,9,1.0,1,68.25,2,2.22,0.71,0.496,0.051,62,95,115.5
pune,11,0.7,1,54.33,3,0.4,0.3,0.038,0.038,55,65,60.0
bangalore,9,1.0,5,66.95,3,1.0,0.585,0.264,0.074,58,80,86.91
mumbai,1,0.7,1,61.82,0,2.58,0.858,0.345,0.128,65,100,83.03
delhi,2,0.8,5,47.82,3,0.85,0.262,0.779,0.079,60,85,79.15
mumbai,6,1.5,1,51.24,2,1.14,0.576,0.141,0.072,65,100,120.0
mumbai,7,1.5,5,56.47,2,1.92,0.848,0.166,0.131,65,100,120.0
chennai,3,0.9,1,61.7,4,0.37,0.677,0.491,0.083,62,95,109.6
bangalore,7,1.5,5,53.56,2,0.61,0.195,0.459,0.081,58,80,120.0
delhi,5,1.3,1,55.0,2,3.35,0.357,0.825,0.092,60,85,120.0
mumbai,7,1.5,9,87.55,5,3.34,0.764,0.18,0.076,65,100,120.0
mumbai,6,1.5,1,75.67,1,1.92,0.856,0.269,0.095,65,100,120.0
delhi,8,1.3,1,58.42,3,3.56,0.52,0.647,0.074,60,85,120.0
chennai,2,0.8,5,58.05,2,4.03,0.796,0.279,0.07,62,95,80.69
mumbai,4,0.9,1,88.45,0,3.91,0.885,0.145,0.104,65,100,101.26
delhi,8,1.3,5,66.89,3,4.52,0.328,0.907,0.075,60,85,120.0
chennai,9,1.0,9,71.48,2,0.44,0.757,0.64,0.09,62,95,114.64
chennai,10,0.8,1,53.05,1,2.83,0.709,0.463,0.058,62,95,87.53
bangalore,5,1.3,1,66.65,2,3.66,0.383,0.182,0.073,58,80,118.42
mumbai,8,1.3,5,69.51,4,1.88,0.897,0.169,0.14,65,100,120.0
bangalore,4,0.9,5,51.07,3,2.76,0.392,0.303,0.058,58,80,85.1
mumbai,3,0.9,1,71.79,1,4.28,0.891,0.151,0.084,65,100,101.44
mumbai,2,0.8,1,66.71,2,1.93,0.772,0.334,0.116,65,100,97.67
chennai,0,0.7,5,73.03,0,2.59,0.717,0.487,0.103,62,95,71.7
pune,3,0.9,5,72.67,0,2.68,0.164,0.194,0.035,55,65,60.0
mumbai,2,0.8,5,64.48,0,1.7,0.674,0.222,0.117,65,100,91.76
mumbai,2,0.8,1,61.24,1,0.88,0.79,0.139,0.097,65,100,95.72
delhi,8,1.3,9,59.04,2,1.68,0.548,0.622,0.086,60,85,120.0
mumbai,10,0.8,1,73.33,1,3.79,0.771,0.303,0.095,65,100,92.2
chennai,9,1.0,1,61.65,0,0.35,0.742,0.284,0.069,62,95,110.17
bangalore,3,0.9,9,51.11,2,2.94,0.362,0.222,0.027,58,80,73.52
delhi,9,1.0,1,51.97,4,3.78,0.498,0.666,0.082,60,85,101.63
pune,6,1.5,1,30.0,2,4.51,0.0,0.094,0.017,55,65,94.34
mumbai,6,1.5,5,81.95,6,2.71,0.689,0.113,0.102,65,100,120.0
chennai,9,1.0,1,71.04,3,2.02,0.634,0.462,0.064,62,95,114.85
chennai,0,0.7,1,62.02,1,1.06,0.705,0.523,0.096,62,95,81.92
chennai,11,0.7,1,74.54,2,2.74,0.663,0.545,0.086,62,95,77.03
chennai,1,0.7,1,47.18,3,2.49,0.7,0.497,0.055,62,95,86.16
delhi,6,1.5,5,44.75,0,3.72,0.548,0.725,0.105,60,85,120.0
mumbai,11,0.7,5,36.61,3,3.13,0.734,0.217,0.134,65,100,78.16
delhi,2,0.8,9,77.7,1,1.08,0.566,0.747,0.059,60,85,76.31
bangalore,7,1.5,1,49.86,1,4.46,0.384,0.312,0.049,58,80,120.0
delhi,2,0.8,9,57.63,3,3.28,0.537,0.716,0.057,60,85,74.82
delhi,10,0.8,1,73.44,5,3.56,0.395,0.636,0.066,60,85,83.35
chennai,1,0.7,5,46.85,2,2.59,0.548,0.418,0.092,62,95,77.23
pune,5,1.3,9,51.28,2,2.23,0.276,0.242,0.018,55,65,88.57
mumbai,5,1.3,5,66.78,3,1.98,0.864,0.151,0.119,65,100,120.0
chennai,10,0.8,9,51.58,1,4.33,0.791,0.625,0.068,62,95,79.32
bangalore,2,0.8,5,48.69,6,0.48,0.269,0.309,0.068,58,80,79.94
pune,6,1.5,9,38.42,4,3.07,0.143,0.295,0.047,55,65,100.13
delhi,3,0.9,9,72.02,0,3.89,0.357,0.729,0.108,60,85,78.19
pune,3,0.9,1,63.32,1,0.94,0.089,0.149,0.083,55,65,61.08
delhi,8,1.3,1,55.86,2,0.93,0.537,0.776,0.066,60,85,120.0
pune,8,1.3,5,62.83,3,1.26,0.0,0.391,0.062,55,65,86.44
delhi,8,1.3,5,72.6,1,3.68,0.287,0.75,0.031,60,85,120.0
delhi,8,1.3,5,71.94,5,4.93,0.363,0.543,0.062,60,85,120.0
mumbai,9,1.0,9,55.51,3,0.26,0.886,0.0,0.088,65,100,117.02
bangalore,4,0.9,9,59.94,3,4.05,0.18,0.363,0.074,58,80,69.65
mumbai,6,1.5,1,87.28,2,3.32,0.764,0.183,0.029,65,100,120.0
mumbai,11,0.7,1,64.07,1,1.66,0.63,0.43,0.089,65,100,81.08
delhi,1,0.7,1,72.66,1,3.46,0.464,0.762,0.075,60,85,62.47
delhi,8,1.3,1,53.18,3,1.33,0.464,0.648,0.069,60,85,120.0
chennai,0,0.7,1,54.78,3,0.76,0.797,0.559,0.074,62,95,85.32
mumbai,6,1.5,9,75.07,5,2.31,0.712,0.21,0.099,65,100,120.0
bangalore,8,1.3,1,53.88,4,1.44,0.4,0.361,0.054,58,80,120.0
bangalore,1,0.7,9,65.46,2,3.45,0.185,0.291,0.05,58,80,60.0
pune,3,0.9,5,54.27,2,2.72,0.037,0.061,0.023,55,65,60.0
chennai,3,0.9,9,65.23,2,3.05,0.547,0.422,0.073,62,95,91.65
chennai,5,1.3,1,67.4,4,3.8,0.775,0.716,0.089,62,95,120.0
chennai,4,0.9,1,48.77,0,2.37,0.669,0.436,0.106,62,95,95.49
bangalore,3,0.9,1,49.75,4,3.54,0.363,0.423,0.037,58,80,84.1
bangalore,0,0.7,1,47.72,1,0.91,0.361,0.296,0.075,58,80,63.85
mumbai,11,0.7,5,79.36,3,4.13,0.866,0.138,0.121,65,100,87.42
bangalore,2,0.8,1,57.66,2,4.17,0.243,0.264,0.057,58,80,67.28
pune,9,1.0,9,61.35,1,3.5,0.245,0.133,0.038,55,65,63.21
delhi,6,1.5,1,47.64,4,3.5,0.434,0.704,0.087,60,85,120.0
chennai,8,1.3,1,57.7,2,1.28,0.772,0.518,0.1,62,95,120.0
bangalore,7,1.5,5,31.71,3,1.17,0.347,0.267,0.064,58,80,120.0
mumbai,10,0.8,1,42.27,3,4.24,0.908,0.148,0.088,65,100,98.72
delhi,3,0.9,1,61.94,3,2.12,0.478,0.745,0.057,60,85,93.07
pune,8,1.3,1,47.89,4,3.69,0.15,0.172,0.007,55,65,97.18
chennai,3,0.9,9,64.94,1,0.43,0.708,0.531,0.104,62,95,98.93
mumbai,9,1.0,1,60.15,4,3.42,1.0,0.19,0.112,65,100,119.51
chennai,6,1.5,5,69.8,3,1.62,0.512,0.641,0.08,62,95,120.0
chennai,6,1.5,9,50.96,3,1.4,0.61,0.293,0.067,62,95,120.0
chennai,11,0.7,5,56.87,2,1.49,0.822,0.497,0.076,62,95,81.15
pune,1,0.7,5,80.59,3,4.08,0.12,0.197,0.042,55,65,60.0
mumbai,2,0.8,1,77.88,3,1.35,0.782,0.358,0.105,65,100,98.64
mumbai,10,0.8,9,82.96,2,4.43,0.804,0.207,0.12,65,100,87.64
mumbai,5,1.3,1,67.08,4,3.78,0.887,0.198,0.106,65,100,120.0
delhi,6,1.5,5,55.14,2,4.45,0.391,0.72,0.055,60,85,120.0
mumbai,9,1.0,9,59.54,5,0.96,1.0,0.112,0.089,65,100,120.0
bangalore,8,1.3,1,72.7,3,4.93,0.297,0.307,0.069,58,80,113.0
chennai,4,0.9,9,55.15,1,1.79,0.682,0.528,0.044,62,95,99.88
mumbai,2,0.8,1,63.18,1,4.78,0.871,0.26,0.113,65,100,93.79
mumbai,10,0.8,5,56.66,0,4.71,0.875,0.024,0.095,65,100,83.33
delhi,11,0.7,1,64.13,0,3.37,0.401,0.703,0.025,60,85,62.12
bangalore,1,0.7,1,52.61,1,3.29,0.343,0.276,0.06,58,80,60.97
chennai,1,0.7,1,49.58,3,3.48,0.681,0.376,0.088,62,95,78.87
delhi,1,0.7,9,82.46,2,0.55,0.306,0.745,0.113,60,85,63.17
pune,2,0.8,1,54.92,0,3.44,0.135,0.276,0.087,55,65,60.0
delhi,1,0.7,5,57.78,0,0.63,0.39,0.756,0.083,60,85,66.77
pune,4,0.9,9,53.72,1,0.42,0.122,0.012,0.031,55,65,60.0
pune,10,0.8,9,70.06,1,0.18,0.205,0.157,0.035,55,65,60.0
mumbai,3,0.9,1,70.64,0,0.32,0.754,0.178,0.076,65,100,101.91
chennai,2,0.8,5,55.76,1,4.28,0.816,0.471,0.08,62,95,86.89
bangalore,3,0.9,1,52.43,5,2.51,0.328,0.359,0.049,58,80,85.3
mumbai,5,1.3,9,59.9,0,3.33,0.998,0.186,0.119,65,100,120.0
chennai,4,0.9,5,68.55,1,2.07,0.62,0.402,0.066,62,95,98.13
mumbai,5,1.3,5,77.22,3,1.73,0.891,0.197,0.108,65,100,120.0
pune,0,0.7,1,73.56,2,1.15,0.231,0.293,0.027,55,65,60.0
bangalore,2,0.8,9,65.87,1,0.61,0.163,0.106,0.047,58,80,66.42
chennai,4,0.9,1,76.53,4,4.07,0.791,0.484,0.095,62,95,106.42
delhi,9,1.0,1,36.41,0,3.81,0.423,0.608,0.073,60,85,87.69
delhi,1,0.7,1,47.44,0,0.75,0.504,0.673,0.064,60,85,69.99
delhi,8,1.3,1,42.98,0,4.47,0.362,0.609,0.095,60,85,117.26
mumbai,11,0.7,1,64.42,1,3.15,0.77,0.172,0.079,65,100,73.19
pune,4,0.9,1,41.02,4,3.66,0.142,0.257,0.051,55,65,64.82
bangalore,2,0.8,1,48.37,3,2.23,0.289,0.229,0.086,58,80,74.49
chennai,0,0.7,9,79.59,1,4.12,0.929,0.414,0.078,62,95,76.59
bangalore,1,0.7,9,52.34,4,4.56,0.093,0.4,0.054,58,80,60.0
chennai,0,0.7,9,66.48,1,0.48,0.886,0.283,0.068,62,95,81.93
delhi,4,0.9,1,72.02,1,0.7,0.431,0.7,0.065,60,85,94.64
chennai,11,0.7,1,35.49,0,2.03,0.851,0.357,0.103,62,95,72.87
delhi,2,0.8,1,49.82,2,3.76,0.427,0.796,0.021,60,85,79.96
chennai,0,0.7,1,67.79,1,1.44,0.815,0.545,0.07,62,95,81.47
chennai,0,0.7,9,57.79,0,4.74,0.827,0.378,0.098,62,95,75.87
bangalore,2,0.8,1,64.52,4,1.98,0.205,0.366,0.068,58,80,68.55
chennai,10,0.8,1,51.75,3,2.49,0.673,0.336,0.075,62,95,87.19
mumbai,5,1.3,1,61.95,1,1.18,0.813,0.374,0.109,65,100,120.0
delhi,4,0.9,1,57.58,1,4.96,0.071,0.733,0.037,60,85,72.21
bangalore,11,0.7,1,52.7,4,3.26,0.212,0.171,0.001,58,80,65.02
mumbai,2,0.8,9,47.95,1,3.61,0.965,0.217,0.073,65,100,90.07
mumbai,7,1.5,5,57.3,4,3.62,0.798,0.171,0.114,65,100,120.0
mumbai,3,0.9,5,66.39,1,1.8,0.7,0.316,0.074,65,100,97.18
bangalore,11,0.7,5,47.27,2,2.55,0.306,0.298,0.009,58,80,63.68
chennai,2,0.8,9,73.35,1,2.6,0.648,0.316,0.055,62,95,83.9
bangalore,7,1.5,9,31.16,2,1.45,0.223,0.277,0.051,58,80,120.0
chennai,1,0.7,1,38.62,1,2.76,0.7,0.556,0.071,62,95,75.42
mumbai,5,1.3,5,77.05,0,1.7,0.83,0.075,0.094,65,100,120.0
mumbai,1,0.7,1,71.09,1,1.88,0.859,0.275,0.117,65,100,82.18
bangalore,2,0.8,1,52.96,0,1.74,0.265,0.337,0.03,58,80,64.19
bangalore,3,0.9,1,66.29,1,3.55,0.428,0.409,0.057,58,80,78.51
pune,4,0.9,1,58.77,2,4.39,0.211,0.245,0.035,55,65,61.67
bangalore,1,0.7,1,43.44,1,0.68,0.325,0.241,0.083,58,80,63.36
mumbai,6,1.5,1,78.97,3,4.55,0.764,0.229,0.09,65,100,120.0
pune,4,0.9,5,68.71,1,2.65,0.335,0.265,0.041,55,65,60.67
mumbai,6,1.5,5,68.28,5,1.37,0.687,0.332,0.08,65,100,120.0
delhi,3,0.9,5,64.31,4,4.17,0.402,0.782,0.083,60,85,87.32
pune,10,0.8,1,42.62,0,2.61,0.121,0.192,0.007,55,65,60.0
pune,8,1.3,1,52.28,4,3.8,0.167,0.17,0.026,55,65,88.05
mumbai,1,0.7,1,48.33,3,2.92,0.744,0.286,0.106,65,100,87.1
mumbai,3,0.9,1,53.74,0,3.56,0.788,0.116,0.083,65,100,95.91
mumbai,11,0.7,9,68.33,3,3.88,0.867,0.146,0.081,65,100,82.39
chennai,2,0.8,5,46.04,0,3.01,0.667,0.676,0.051,62,95,81.28
delhi,5,1.3,9,51.43,2,2.74,0.607,0.775,0.074,60,85,120.0
delhi,9,1.0,1,64.79,5,0.27,0.42,0.576,0.084,60,85,101.77
delhi,8,1.3,1,65.76,1,1.85,0.33,0.673,0.077,60,85,120.0
chennai,3,0.9,1,77.11,4,2.05,0.636,0.609,0.104,62,95,111.36
mumbai,2,0.8,9,55.18,2,1.96,0.878,0.463,0.101,65,100,95.06
delhi,1,0.7,1,76.62,2,3.69,0.345,0.72,0.097,60,85,68.35
delhi,2,0.8,1,65.63,2,4.55,0.492,0.578,0.048,60,85,79.09
bangalore,11,0.7,5,61.23,0,1.82,0.276,0.21,0.038,58,80,60.44
pune,0,0.7,1,60.94,2,3.69,0.013,0.312,0.056,55,65,60.0
pune,8,1.3,5,61.76,0,3.56,0.283,0.127,0.038,55,65,81.95
bangalore,1,0.7,5,73.3,1,4.17,0.184,0.243,0.061,58,80,60.0
delhi,5,1.3,5,56.97,0,0.23,0.453,0.733,0.069,60,85,120.0
bangalore,8,1.3,9,50.48,3,1.98,0.399,0.153,0.035,58,80,106.16
delhi,10,0.8,5,71.07,0,4.57,0.483,0.683,0.068,60,85,73.47
mumbai,6,1.5,1,84.66,1,1.21,0.645,0.178,0.129,65,100,120.0
bangalore,4,0.9,5,47.38,2,3.28,0.262,0.266,0.061,58,80,73.39
bangalore,6,1.5,1,60.18,4,3.12,0.219,0.197,0.079,58,80,120.0
mumbai,9,1.0,1,41.13,2,2.75,1.0,0.166,0.071,65,100,120.0
mumbai,4,0.9,5,63.18,5,4.45,0.68,0.189,0.106,65,100,108.1
pune,6,1.5,9,41.33,2,0.99,0.116,0.229,0.019,55,65,96.18
delhi,8,1.3,9,61.62,3,2.99,0.533,0.631,0.042,60,85,120.0
mumbai,3,0.9,5,86.49,3,4.46,0.83,0.384,0.11,65,100,104.3
chennai,7,1.5,5,67.09,0,0.1,0.63,0.71,0.073,62,95,120.0
bangalore,4,0.9,1,31.94,1,4.26,0.362,0.306,0.035,58,80,73.44
delhi,11,0.7,1,52.63,3,1.48,0.452,0.756,0.081,60,85,74.87
delhi,1,0.7,5,76.38,4,0.19,0.403,0.682,0.078,60,85,72.65
bangalore,9,1.0,1,30.65,3,4.32,0.308,0.259,0.053,58,80,91.17
mumbai,1,0.7,9,82.08,2,2.24,0.831,0.151,0.135,65,100,81.9
mumbai,1,0.7,9,68.02,0,4.28,0.768,0.13,0.14,65,100,71.89
mumbai,11,0.7,5,77.58,3,1.27,0.721,0.138,0.094,65,100,86.17
bangalore,2,0.8,5,67.86,0,3.59,0.529,0.349,0.073,58,80,69.21
mumbai,4,0.9,5,83.23,1,4.15,0.878,0.33,0.058,65,100,108.31
delhi,9,1.0,1,75.8,3,4.3,0.216,0.598,0.071,60,85,99.3
mumbai,9,1.0,1,70.88,2,0.27,0.74,0.156,0.06,65,100,118.24
mumbai,0,0.7,5,72.38,1,1.26,0.717,0.178,0.093,65,100,79.06
mumbai,4,0.9,5,74.41,1,1.92,0.705,0.221,0.103,65,100,102.07
mumbai,4,0.9,5,83.4,2,3.2,0.739,0.218,0.113,65,100,101.01
delhi,2,0.8,5,55.55,0,3.3,0.297,0.74,0.074,60,85,69.69
mumbai,5,1.3,5,79.46,2,3.14,0.842,0.025,0.059,65,100,120.0
mumbai,10,0.8,1,67.53,0,4.75,0.845,0.131,0.081,65,100,88.83
pune,2,0.8,5,47.19,1,1.57,0.121,0.12,0.019,55,65,60.0
chennai,7,1.5,5,61.73,2,1.26,0.562,0.317,0.055,62,95,120.0
pune,7,1.5,1,56.41,4,4.67,0.18,0.075,0.012,55,65,102.59
chennai,9,1.0,5,62.51,4,2.41,0.641,0.584,0.063,62,95,113.2
chennai,11,0.7,9,62.53,1,1.17,0.66,0.365,0.063,62,95,75.61
mumbai,3,0.9,1,78.83,2,3.45,1.0,0.19,0.077,65,100,113.17
pune,5,1.3,1,37.38,1,0.82,0.205,0.16,-0.005,55,65,89.69
mumbai,3,0.9,1,65.32,3,3.71,0.894,0.184,0.069,65,100,112.6
mumbai,5,1.3,1,81.49,0,3.51,0.764,0.167,0.085,65,100,120.0
chennai,10,0.8,1,52.36,2,3.91,0.727,0.681,0.078,62,95,90.43
chennai,1,0.7,5,69.71,2,2.97,0.677,0.41,0.087,62,95,78.56
bangalore,1,0.7,1,60.4,0,0.18,0.368,0.276,0.069,58,80,60.0
bangalore,8,1.3,1,37.81,1,3.96,0.186,0.439,0.02,58,80,106.13
mumbai,2,0.8,5,82.2,2,2.13,0.625,0.239,0.066,65,100,90.7
pune,6,1.5,1,59.63,2,1.55,0.184,0.305,0.037,55,65,98.38
delhi,11,0.7,1,30.0,2,4.78,0.327,0.744,0.078,60,85,66.4
bangalore,4,0.9,5,68.73,1,1.12,0.214,0.38,0.048,58,80,79.44
pune,9,1.0,9,47.72,2,0.91,0.144,0.229,0.062,55,65,68.34
bangalore,0,0.7,1,57.67,1,3.7,0.172,0.26,0.041,58,80,60.0
chennai,1,0.7,5,71.66,4,2.44,0.778,0.406,0.06,62,95,77.72
delhi,10,0.8,1,45.35,2,1.19,0.484,0.666,0.053,60,85,77.22
delhi,10,0.8,1,43.72,1,1.07,0.397,0.609,0.031,60,85,77.16
chennai,2,0.8,5,83.86,1,1.04,0.778,0.528,0.079,62,95,94.4
pune,11,0.7,1,55.45,2,2.17,0.174,0.302,0.042,55,65,60.0
mumbai,10,0.8,5,64.87,2,2.57,0.634,0.31,0.105,65,100,92.79
chennai,3,0.9,5,72.35,4,0.46,0.689,0.633,0.092,62,95,104.69
chennai,1,0.7,9,63.07,3,2.91,0.622,0.596,0.096,62,95,75.05
bangalore,0,0.7,1,60.52,1,1.81,0.183,0.323,0.096,58,80,60.0
bangalore,4,0.9,5,62.43,2,1.27,0.217,0.3,0.054,58,80,70.68
mumbai,11,0.7,1,65.18,1,1.47,0.905,0.072,0.114,65,100,85.25
bangalore,7,1.5,1,54.66,2,0.59,0.146,0.309,0.052,58,80,120.0
chennai,4,0.9,1,53.78,1,2.87,0.817,0.429,0.086,62,95,100.23
pune,4,0.9,5,36.48,1,4.87,0.289,0.202,0.034,55,65,60.9
delhi,5,1.3,1,45.35,3,2.71,0.543,0.823,0.068,60,85,120.0
mumbai,7,1.5,1,67.3,4,0.74,0.862,0.314,0.08,65,100,120.0
chennai,9,1.0,5,74.51,3,2.38,0.605,0.506,0.1,62,95,112.46
mumbai,3,0.9,1,56.32,2,4.44,0.866,0.312,0.084,65,100,104.4
delhi,5,1.3,1,66.72,2,2.52,0.372,0.676,0.048,60,85,120.0
delhi,10,0.8,1,40.03,1,2.28,0.342,0.539,0.103,60,85,69.73
mumbai,1,0.7,5,60.29,2,4.95,0.756,0.395,0.066,65,100,72.65
bangalore,6,1.5,1,70.6,1,3.29,0.353,0.297,0.046,58,80,120.0
chennai,8,1.3,1,76.46,1,0.3,0.644,0.603,0.072,62,95,120.0
mumbai,5,1.3,1,73.8,1,0.15,0.88,0.261,0.104,65,100,120.0
pune,7,1.5,1,65.95,0,2.37,0.213,0.0,0.043,55,65,101.5
delhi,5,1.3,5,48.68,5,0.19,0.519,0.595,0.098,60,85,120.0
mumbai,6,1.5,1,69.46,6,4.54,0.604,0.324,0.136,65,100,120.0
chennai,6,1.5,1,73.34,2,4.74,0.518,0.424,0.11,62,95,120.0
mumbai,8,1.3,5,57.24,1,2.15,0.939,0.372,0.082,65,100,120.0
chennai,0,0.7,5,60.67,1,1.84,0.589,0.471,0.065,62,95,76.61
delhi,7,1.5,1,53.94,1,4.31,0.308,0.868,0.046,60,85,120.0
delhi,9,1.0,5,59.37,3,4.6,0.444,0.781,0.068,60,85,92.25
mumbai,9,1.0,1,71.79,3,3.6,0.831,0.254,0.105,65,100,117.96
pune,2,0.8,1,60.98,1,3.59,0.179,0.066,0.053,55,65,60.0
chennai,8,1.3,5,73.14,5,2.07,0.77,0.479,0.106,62,95,120.0
delhi,11,0.7,5,58.95,1,2.15,0.246,0.632,0.07,60,85,62.94
bangalore,8,1.3,1,61.31,2,2.12,0.274,0.34,0.06,58,80,108.21
mumbai,8,1.3,9,61.69,2,4.35,0.913,0.204,0.073,65,100,120.0
bangalore,7,1.5,5,41.87,9,4.92,0.343,0.115,0.042,58,80,120.0
bangalore,10,0.8,1,68.03,1,3.3,0.272,0.301,0.058,58,80,65.89
bangalore,0,0.7,1,51.5,2,3.63,0.389,0.276,0.076,58,80,60.0
pune,11,0.7,1,63.7,0,1.78,0.138,0.174,0.051,55,65,60.0
pune,4,0.9,9,40.71,3,4.75,0.083,0.285,0.012,55,65,60.0
pune,11,0.7,5,58.61,2,3.21,0.261,0.126,0.03,55,65,60.0
pune,8,1.3,1,47.58,1,4.42,0.27,0.313,0.038,55,65,83.69
pune,0,0.7,1,68.9,3,1.37,0.146,0.309,0.023,55,65,60.0
delhi,4,0.9,1,71.1,3,2.33,0.411,0.787,0.067,60,85,92.39
delhi,10,0.8,5,58.25,2,2.51,0.357,0.842,0.062,60,85,73.1
delhi,10,0.8,9,52.79,2,2.24,0.53,0.782,0.062,60,85,74.78
mumbai,11,0.7,5,45.56,2,4.19,0.95,0.187,0.081,65,100,76.42
bangalore,10,0.8,1,56.62,2,1.04,0.217,0.195,0.019,58,80,68.68
bangalore,11,0.7,9,61.27,0,4.71,0.425,0.405,0.046,58,80,60.0
pune,11,0.7,5,62.64,2,0.4,0.001,0.16,0.053,55,65,60.0
mumbai,7,1.5,1,57.79,5,1.19,0.698,0.289,0.077,65,100,120.0
mumbai,6,1.5,1,62.27,2,3.04,0.758,0.075,0.083,65,100,120.0
chennai,0,0.7,5,61.26,1,3.77,0.698,0.546,0.064,62,95,75.65
mumbai,0,0.7,5,74.89,0,3.32,0.849,0.447,0.084,65,100,69.03
delhi,1,0.7,1,66.21,3,4.19,0.543,0.765,0.052,60,85,73.18
bangalore,4,0.9,9,54.63,3,0.56,0.392,0.267,0.084,58,80,83.93
mumbai,3,0.9,1,71.34,2,3.85,0.809,0.184,0.077,65,100,101.97
mumbai,10,0.8,9,63.06,0,0.79,0.638,0.208,0.111,65,100,91.18
bangalore,3,0.9,1,46.05,1,1.02,0.258,0.217,0.063,58,80,81.14
chennai,0,0.7,5,68.14,1,4.91,0.956,0.475,0.101,62,95,78.47
chennai,11,0.7,5,58.74,2,0.28,0.688,0.391,0.08,62,95,79.19
bangalore,5,1.3,5,58.2,1,2.16,0.38,0.449,0.008,58,80,113.72
pune,5,1.3,1,54.76,1,2.83,0.366,0.178,0.043,55,65,92.74
delhi,7,1.5,1,72.2,3,0.49,0.352,0.614,0.075,60,85,120.0
bangalore,9,1.0,9,57.3,0,4.4,0.318,0.311,0.066,58,80,78.24
bangalore,11,0.7,1,56.83,1,3.8,0.257,0.15,0.061,58,80,60.0
bangalore,0,0.7,9,71.98,0,3.88,0.368,0.328,0.036,58,80,60.0
delhi,3,0.9,5,41.97,2,3.55,0.41,0.667,0.053,60,85,86.15
delhi,5,1.3,5,82.22,0,0.29,0.401,0.681,0.082,60,85,120.0
pune,10,0.8,5,52.11,1,1.71,0.269,0.046,0.028,55,65,60.0
mumbai,11,0.7,5,51.44,0,4.17,0.83,0.247,0.091,65,100,74.48
bangalore,1,0.7,5,45.88,3,2.2,0.271,0.35,0.035,58,80,63.01
chennai,6,1.5,5,77.72,1,1.64,0.743,0.503,0.074,62,95,120.0
mumbai,2,0.8,1,73.13,3,3.66,0.731,0.279,0.085,65,100,98.46
bangalore,10,0.8,1,60.26,1,0.38,0.412,0.27,0.046,58,80,77.9
bangalore,5,1.3,1,53.18,3,1.41,0.184,0.142,0.041,58,80,110.64
bangalore,5,1.3,1,53.89,2,1.04,0.233,0.358,0.035,58,80,112.41
pune,11,0.7,5,68.71,0,4.15,0.257,0.32,0.019,55,65,60.0
chennai,11,0.7,9,86.71,3,4.22,0.77,0.561,0.068,62,95,76.01
mumbai,1,0.7,9,66.66,1,4.33,0.815,0.127,0.079,65,100,76.27
delhi,1,0.7,1,71.57,3,4.85,0.369,0.715,0.11,60,85,66.34
delhi,7,1.5,5,74.05,3,4.53,0.411,0.87,0.052,60,85,120.0
bangalore,8,1.3,5,65.71,2,1.88,0.396,0.236,0.054,58,80,119.34
bangalore,0,0.7,9,62.81,1,0.26,0.329,0.296,0.069,58,80,61.28
delhi,7,1.5,1,67.94,1,4.01,0.3,0.629,0.049,60,85,120.0
pune,0,0.7,5,34.44,3,4.31,0.236,0.159,0.028,55,65,60.0
pune,0,0.7,5,67.16,1,1.62,0.41,0.24,0.031,55,65,60.0
chennai,5,1.3,5,52.34,0,2.07,0.71,0.498,0.117,62,95,120.0
mumbai,4,0.9,9,69.66,1,4.19,0.831,0.225,0.136,65,100,98.41
mumbai,5,1.3,5,37.44,2,0.64,0.824,0.075,0.121,65,100,120.0
delhi,1,0.7,9,91.25,1,0.27,0.491,0.683,0.035,60,85,71.87
bangalore,2,0.8,1,63.0,3,4.23,0.409,0.436,0.05,58,80,70.04
chennai,11,0.7,1,69.14,0,1.26,0.67,0.709,0.093,62,95,76.74
delhi,5,1.3,5,49.94,1,0.32,0.351,0.807,0.059,60,85,120.0
delhi,4,0.9,1,42.96,3,4.89,0.333,0.75,0.051,60,85,88.74
